Date,Consumer Items,Values
1/6/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",4.73
1/7/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",5.14
1/8/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",5.01
1/9/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",5.01
1/10/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",5.01
1/11/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",4.21
1/12/2016,"Pork Rib Bones, Frozen (Per 500 Gram)",5.09
1/1/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",5.08
1/2/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",5.25
1/3/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",5.08
1/4/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",5.08
1/5/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",4.77
1/6/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",4.97
1/7/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",5.13
1/8/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",4.69
1/9/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",4.92
1/10/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",4.91
1/11/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",4.87
1/12/2017,"Pork Rib Bones, Frozen (Per 500 Gram)",5.25
1/1/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",5.1
1/2/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",4.87
1/3/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",4.99
1/4/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",5.11
1/5/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",4.93
1/6/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",4.95
1/7/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",4.9
1/8/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",5.05
1/9/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",4.87
1/10/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",4.92
1/11/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",3.99
1/12/2018,"Pork Rib Bones, Frozen (Per 500 Gram)",5
1/1/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",5.05
1/2/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",4.24
1/3/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",5.12
1/4/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",4.87
1/5/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",3.73
1/6/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",4.75
1/7/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",4.56
1/8/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",3.85
1/9/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",4.82
1/10/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",4.93
1/11/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",3.71
1/12/2019,"Pork Rib Bones, Frozen (Per 500 Gram)",4.99
1/1/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",5.08
1/2/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",5.32
1/3/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",5.47
1/4/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",6.06
1/5/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",6.06
1/6/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",6.06
1/7/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",6.09
1/8/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",6.09
1/9/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",6.09
1/10/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",6.09
1/11/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",6.07
1/12/2020,"Pork Rib Bones, Frozen (Per 500 Gram)",6.08
1/1/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.08
1/2/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.09
1/3/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.09
1/4/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.09
1/5/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.09
1/6/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.08
1/7/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.12
1/8/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.08
1/9/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.08
1/10/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.08
1/11/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.08
1/12/2021,"Pork Rib Bones, Frozen (Per 500 Gram)",6.08
1/1/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.08
1/2/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.08
1/3/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.06
1/4/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",5.84
1/5/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.09
1/6/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.11
1/7/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.12
1/8/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.1
1/9/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.11
1/10/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.11
1/11/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.12
1/12/2022,"Pork Rib Bones, Frozen (Per 500 Gram)",6.12
1/1/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.39
1/2/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.72
1/3/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.67
1/4/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.5
1/5/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.6
1/6/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.09
1/7/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.42
1/8/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.5
1/9/2014,"Pork Rib Bones, Chilled (Per Kilogram)",15.94
1/10/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.59
1/11/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.39
1/12/2014,"Pork Rib Bones, Chilled (Per Kilogram)",16.49
1/1/2015,"Pork Rib Bones, Chilled (Per Kilogram)",16.75
1/2/2015,"Pork Rib Bones, Chilled (Per Kilogram)",17.04
1/3/2015,"Pork Rib Bones, Chilled (Per Kilogram)",15.99
1/4/2015,"Pork Rib Bones, Chilled (Per Kilogram)",16.73
1/5/2015,"Pork Rib Bones, Chilled (Per Kilogram)",16.56
1/6/2015,"Pork Rib Bones, Chilled (Per Kilogram)",16.79
1/7/2015,"Pork Rib Bones, Chilled (Per Kilogram)",16.32
1/8/2015,"Pork Rib Bones, Chilled (Per Kilogram)",16.97
1/9/2015,"Pork Rib Bones, Chilled (Per Kilogram)",16.85
1/10/2015,"Pork Rib Bones, Chilled (Per Kilogram)",16.67
1/11/2015,"Pork Rib Bones, Chilled (Per Kilogram)",16.92
1/12/2015,"Pork Rib Bones, Chilled (Per Kilogram)",17.03
1/1/2016,"Pork Rib Bones, Chilled (Per Kilogram)",17.33
1/2/2016,"Pork Rib Bones, Chilled (Per Kilogram)",17.44
1/3/2016,"Pork Rib Bones, Chilled (Per Kilogram)",17.22
1/4/2016,"Pork Rib Bones, Chilled (Per Kilogram)",17
1/5/2016,"Pork Rib Bones, Chilled (Per Kilogram)",17.2
1/6/2016,"Pork Rib Bones, Chilled (Per Kilogram)",17.5
1/7/2016,"Pork Rib Bones, Chilled (Per Kilogram)",17.22
1/8/2016,"Pork Rib Bones, Chilled (Per Kilogram)",16.94
1/9/2016,"Pork Rib Bones, Chilled (Per Kilogram)",16.99
1/10/2016,"Pork Rib Bones, Chilled (Per Kilogram)",16.86
1/11/2016,"Pork Rib Bones, Chilled (Per Kilogram)",17.37
1/12/2016,"Pork Rib Bones, Chilled (Per Kilogram)",17.37
1/1/2017,"Pork Rib Bones, Chilled (Per Kilogram)",17.59
1/2/2017,"Pork Rib Bones, Chilled (Per Kilogram)",17.48
1/3/2017,"Pork Rib Bones, Chilled (Per Kilogram)",17.15
1/4/2017,"Pork Rib Bones, Chilled (Per Kilogram)",16.79
1/5/2017,"Pork Rib Bones, Chilled (Per Kilogram)",17.01
1/6/2017,"Pork Rib Bones, Chilled (Per Kilogram)",17.32
1/7/2017,"Pork Rib Bones, Chilled (Per Kilogram)",17.49
1/8/2017,"Pork Rib Bones, Chilled (Per Kilogram)",17.58
1/9/2017,"Pork Rib Bones, Chilled (Per Kilogram)",17.64
1/10/2017,"Pork Rib Bones, Chilled (Per Kilogram)",16.99
1/11/2017,"Pork Rib Bones, Chilled (Per Kilogram)",17.45
1/12/2017,"Pork Rib Bones, Chilled (Per Kilogram)",17.51
1/1/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.46
1/2/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.79
1/3/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.03
1/4/2018,"Pork Rib Bones, Chilled (Per Kilogram)",16.98
1/5/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.19
1/6/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.71
1/7/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.1
1/8/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.08
1/9/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.38
1/10/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.43
1/11/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.33
1/12/2018,"Pork Rib Bones, Chilled (Per Kilogram)",17.26
1/1/2019,"Pork Rib Bones, Chilled (Per Kilogram)",16.49
1/2/2019,"Pork Rib Bones, Chilled (Per Kilogram)",17.34
1/3/2019,"Pork Rib Bones, Chilled (Per Kilogram)",17.1
1/4/2019,"Pork Rib Bones, Chilled (Per Kilogram)",16.52
1/5/2019,"Pork Rib Bones, Chilled (Per Kilogram)",16.89
1/6/2019,"Pork Rib Bones, Chilled (Per Kilogram)",16.55
1/7/2019,"Pork Rib Bones, Chilled (Per Kilogram)",16.92
1/8/2019,"Pork Rib Bones, Chilled (Per Kilogram)",16.61
1/9/2019,"Pork Rib Bones, Chilled (Per Kilogram)",16.72
1/10/2019,"Pork Rib Bones, Chilled (Per Kilogram)",16.87
1/11/2019,"Pork Rib Bones, Chilled (Per Kilogram)",17.11
1/12/2019,"Pork Rib Bones, Chilled (Per Kilogram)",17.78
1/1/2020,"Pork Rib Bones, Chilled (Per Kilogram)",17.44
1/2/2020,"Pork Rib Bones, Chilled (Per Kilogram)",17.41
1/3/2020,"Pork Rib Bones, Chilled (Per Kilogram)",19.09
1/4/2020,"Pork Rib Bones, Chilled (Per Kilogram)",19.3
1/5/2020,"Pork Rib Bones, Chilled (Per Kilogram)",19.24
1/6/2020,"Pork Rib Bones, Chilled (Per Kilogram)",19.28
1/7/2020,"Pork Rib Bones, Chilled (Per Kilogram)",18.97
1/8/2020,"Pork Rib Bones, Chilled (Per Kilogram)",19.45
1/9/2020,"Pork Rib Bones, Chilled (Per Kilogram)",19.22
1/10/2020,"Pork Rib Bones, Chilled (Per Kilogram)",17.22
1/11/2020,"Pork Rib Bones, Chilled (Per Kilogram)",17.74
1/12/2020,"Pork Rib Bones, Chilled (Per Kilogram)",17.77
1/1/2021,"Pork Rib Bones, Chilled (Per Kilogram)",17.61
1/2/2021,"Pork Rib Bones, Chilled (Per Kilogram)",17.62
1/3/2021,"Pork Rib Bones, Chilled (Per Kilogram)",18.13
1/4/2021,"Pork Rib Bones, Chilled (Per Kilogram)",18.4
1/5/2021,"Pork Rib Bones, Chilled (Per Kilogram)",18.34
1/6/2021,"Pork Rib Bones, Chilled (Per Kilogram)",17.66
1/7/2021,"Pork Rib Bones, Chilled (Per Kilogram)",18.64
1/8/2021,"Pork Rib Bones, Chilled (Per Kilogram)",17.83
1/9/2021,"Pork Rib Bones, Chilled (Per Kilogram)",18.05
1/10/2021,"Pork Rib Bones, Chilled (Per Kilogram)",18.46
1/11/2021,"Pork Rib Bones, Chilled (Per Kilogram)",17.53
1/12/2021,"Pork Rib Bones, Chilled (Per Kilogram)",18.05
1/1/2022,"Pork Rib Bones, Chilled (Per Kilogram)",18.14
1/2/2022,"Pork Rib Bones, Chilled (Per Kilogram)",18.18
1/3/2022,"Pork Rib Bones, Chilled (Per Kilogram)",18.35
1/4/2022,"Pork Rib Bones, Chilled (Per Kilogram)",18.46
1/5/2022,"Pork Rib Bones, Chilled (Per Kilogram)",19.37
1/6/2022,"Pork Rib Bones, Chilled (Per Kilogram)",19.89
1/7/2022,"Pork Rib Bones, Chilled (Per Kilogram)",19.25
1/8/2022,"Pork Rib Bones, Chilled (Per Kilogram)",19.37
1/9/2022,"Pork Rib Bones, Chilled (Per Kilogram)",20.41
1/10/2022,"Pork Rib Bones, Chilled (Per Kilogram)",20.08
1/11/2022,"Pork Rib Bones, Chilled (Per Kilogram)",20.01
1/12/2022,"Pork Rib Bones, Chilled (Per Kilogram)",20.52
1/1/2014,"Petrol, 98 Octane (Per Litre)",2.23
1/2/2014,"Petrol, 98 Octane (Per Litre)",2.23
1/3/2014,"Petrol, 98 Octane (Per Litre)",2.26
1/4/2014,"Petrol, 98 Octane (Per Litre)",2.26
1/5/2014,"Petrol, 98 Octane (Per Litre)",2.28
1/6/2014,"Petrol, 98 Octane (Per Litre)",2.29
1/7/2014,"Petrol, 98 Octane (Per Litre)",2.3
1/8/2014,"Petrol, 98 Octane (Per Litre)",2.25
1/9/2014,"Petrol, 98 Octane (Per Litre)",2.24
1/10/2014,"Petrol, 98 Octane (Per Litre)",2.19
1/11/2014,"Petrol, 98 Octane (Per Litre)",2.11
1/12/2014,"Petrol, 98 Octane (Per Litre)",1.98
1/1/2015,"Petrol, 98 Octane (Per Litre)",1.85
1/2/2015,"Petrol, 98 Octane (Per Litre)",1.97
1/3/2015,"Petrol, 98 Octane (Per Litre)",2.17
1/4/2015,"Petrol, 98 Octane (Per Litre)",2.18
1/5/2015,"Petrol, 98 Octane (Per Litre)",2.27
1/6/2015,"Petrol, 98 Octane (Per Litre)",2.32
1/7/2015,"Petrol, 98 Octane (Per Litre)",2.31
1/8/2015,"Petrol, 98 Octane (Per Litre)",2.27
1/9/2015,"Petrol, 98 Octane (Per Litre)",2.26
1/10/2015,"Petrol, 98 Octane (Per Litre)",2.27
1/11/2015,"Petrol, 98 Octane (Per Litre)",2.25
1/12/2015,"Petrol, 98 Octane (Per Litre)",2.2
1/1/2016,"Petrol, 98 Octane (Per Litre)",2.15
1/2/2016,"Petrol, 98 Octane (Per Litre)",2.08
1/3/2016,"Petrol, 98 Octane (Per Litre)",2.11
1/4/2016,"Petrol, 98 Octane (Per Litre)",2.1
1/5/2016,"Petrol, 98 Octane (Per Litre)",2.13
1/6/2016,"Petrol, 98 Octane (Per Litre)",2.18
1/7/2016,"Petrol, 98 Octane (Per Litre)",2.17
1/8/2016,"Petrol, 98 Octane (Per Litre)",2.14
1/9/2016,"Petrol, 98 Octane (Per Litre)",2.18
1/10/2016,"Petrol, 98 Octane (Per Litre)",2.25
1/11/2016,"Petrol, 98 Octane (Per Litre)",2.26
1/12/2016,"Petrol, 98 Octane (Per Litre)",2.3
1/1/2017,"Petrol, 98 Octane (Per Litre)",2.33
1/2/2017,"Petrol, 98 Octane (Per Litre)",2.36
1/3/2017,"Petrol, 98 Octane (Per Litre)",2.33
1/4/2017,"Petrol, 98 Octane (Per Litre)",2.32
1/5/2017,"Petrol, 98 Octane (Per Litre)",2.3
1/6/2017,"Petrol, 98 Octane (Per Litre)",2.29
1/7/2017,"Petrol, 98 Octane (Per Litre)",2.29
1/8/2017,"Petrol, 98 Octane (Per Litre)",2.31
1/9/2017,"Petrol, 98 Octane (Per Litre)",2.32
1/10/2017,"Petrol, 98 Octane (Per Litre)",2.33
1/11/2017,"Petrol, 98 Octane (Per Litre)",2.38
1/12/2017,"Petrol, 98 Octane (Per Litre)",2.37
1/1/2018,"Petrol, 98 Octane (Per Litre)",2.41
1/2/2018,"Petrol, 98 Octane (Per Litre)",2.43
1/3/2018,"Petrol, 98 Octane (Per Litre)",2.43
1/4/2018,"Petrol, 98 Octane (Per Litre)",2.45
1/5/2018,"Petrol, 98 Octane (Per Litre)",2.48
1/6/2018,"Petrol, 98 Octane (Per Litre)",2.48
1/7/2018,"Petrol, 98 Octane (Per Litre)",2.48
1/8/2018,"Petrol, 98 Octane (Per Litre)",2.49
1/9/2018,"Petrol, 98 Octane (Per Litre)",2.52
1/10/2018,"Petrol, 98 Octane (Per Litre)",2.56
1/11/2018,"Petrol, 98 Octane (Per Litre)",2.49
1/12/2018,"Petrol, 98 Octane (Per Litre)",2.41
1/1/2019,"Petrol, 98 Octane (Per Litre)",2.39
1/2/2019,"Petrol, 98 Octane (Per Litre)",2.4
1/3/2019,"Petrol, 98 Octane (Per Litre)",2.45
1/4/2019,"Petrol, 98 Octane (Per Litre)",2.52
1/5/2019,"Petrol, 98 Octane (Per Litre)",2.55
1/6/2019,"Petrol, 98 Octane (Per Litre)",2.5
1/7/2019,"Petrol, 98 Octane (Per Litre)",2.5
1/8/2019,"Petrol, 98 Octane (Per Litre)",2.5
1/9/2019,"Petrol, 98 Octane (Per Litre)",2.52
1/10/2019,"Petrol, 98 Octane (Per Litre)",2.53
1/11/2019,"Petrol, 98 Octane (Per Litre)",2.55
1/12/2019,"Petrol, 98 Octane (Per Litre)",2.58
1/1/2020,"Petrol, 98 Octane (Per Litre)",2.58
1/2/2020,"Petrol, 98 Octane (Per Litre)",2.54
1/3/2020,"Petrol, 98 Octane (Per Litre)",2.43
1/4/2020,"Petrol, 98 Octane (Per Litre)",2.35
1/5/2020,"Petrol, 98 Octane (Per Litre)",2.28
1/6/2020,"Petrol, 98 Octane (Per Litre)",2.27
1/7/2020,"Petrol, 98 Octane (Per Litre)",2.29
1/8/2020,"Petrol, 98 Octane (Per Litre)",2.29
1/9/2020,"Petrol, 98 Octane (Per Litre)",2.3
1/10/2020,"Petrol, 98 Octane (Per Litre)",2.31
1/11/2020,"Petrol, 98 Octane (Per Litre)",2.33
1/12/2020,"Petrol, 98 Octane (Per Litre)",2.37
1/1/2021,"Petrol, 98 Octane (Per Litre)",2.42
1/2/2021,"Petrol, 98 Octane (Per Litre)",2.57
1/3/2021,"Petrol, 98 Octane (Per Litre)",2.73
1/4/2021,"Petrol, 98 Octane (Per Litre)",2.73
1/5/2021,"Petrol, 98 Octane (Per Litre)",2.77
1/6/2021,"Petrol, 98 Octane (Per Litre)",2.8
1/7/2021,"Petrol, 98 Octane (Per Litre)",2.87
1/8/2021,"Petrol, 98 Octane (Per Litre)",2.87
1/9/2021,"Petrol, 98 Octane (Per Litre)",2.87
1/10/2021,"Petrol, 98 Octane (Per Litre)",2.93
1/11/2021,"Petrol, 98 Octane (Per Litre)",2.97
1/12/2021,"Petrol, 98 Octane (Per Litre)",2.93
1/1/2022,"Petrol, 98 Octane (Per Litre)",2.99
1/2/2022,"Petrol, 98 Octane (Per Litre)",3.11
1/3/2022,"Petrol, 98 Octane (Per Litre)",3.36
1/4/2022,"Petrol, 98 Octane (Per Litre)",3.35
1/5/2022,"Petrol, 98 Octane (Per Litre)",3.5
1/6/2022,"Petrol, 98 Octane (Per Litre)",3.67
1/7/2022,"Petrol, 98 Octane (Per Litre)",3.4
1/8/2022,"Petrol, 98 Octane (Per Litre)",3.21
1/9/2022,"Petrol, 98 Octane (Per Litre)",3.17
1/10/2022,"Petrol, 98 Octane (Per Litre)",3.13
1/11/2022,"Petrol, 98 Octane (Per Litre)",3.14
1/12/2022,"Petrol, 98 Octane (Per Litre)",3.05
1/1/2014,"Petrol, 95 Octane (Per Litre)",2.06
1/2/2014,"Petrol, 95 Octane (Per Litre)",2.06
1/3/2014,"Petrol, 95 Octane (Per Litre)",2.09
1/4/2014,"Petrol, 95 Octane (Per Litre)",2.1
1/5/2014,"Petrol, 95 Octane (Per Litre)",2.11
1/6/2014,"Petrol, 95 Octane (Per Litre)",2.12
1/7/2014,"Petrol, 95 Octane (Per Litre)",2.13
1/8/2014,"Petrol, 95 Octane (Per Litre)",2.08
1/9/2014,"Petrol, 95 Octane (Per Litre)",2.07
1/10/2014,"Petrol, 95 Octane (Per Litre)",2.02
1/11/2014,"Petrol, 95 Octane (Per Litre)",1.94
1/12/2014,"Petrol, 95 Octane (Per Litre)",1.81
1/1/2015,"Petrol, 95 Octane (Per Litre)",1.67
1/2/2015,"Petrol, 95 Octane (Per Litre)",1.73
1/3/2015,"Petrol, 95 Octane (Per Litre)",1.93
1/4/2015,"Petrol, 95 Octane (Per Litre)",1.95
1/5/2015,"Petrol, 95 Octane (Per Litre)",2.04
1/6/2015,"Petrol, 95 Octane (Per Litre)",2.07
1/7/2015,"Petrol, 95 Octane (Per Litre)",2.02
1/8/2015,"Petrol, 95 Octane (Per Litre)",1.98
1/9/2015,"Petrol, 95 Octane (Per Litre)",1.94
1/10/2015,"Petrol, 95 Octane (Per Litre)",1.94
1/11/2015,"Petrol, 95 Octane (Per Litre)",1.91
1/12/2015,"Petrol, 95 Octane (Per Litre)",1.86
1/1/2016,"Petrol, 95 Octane (Per Litre)",1.8
1/2/2016,"Petrol, 95 Octane (Per Litre)",1.73
1/3/2016,"Petrol, 95 Octane (Per Litre)",1.76
1/4/2016,"Petrol, 95 Octane (Per Litre)",1.75
1/5/2016,"Petrol, 95 Octane (Per Litre)",1.79
1/6/2016,"Petrol, 95 Octane (Per Litre)",1.83
1/7/2016,"Petrol, 95 Octane (Per Litre)",1.81
1/8/2016,"Petrol, 95 Octane (Per Litre)",1.79
1/9/2016,"Petrol, 95 Octane (Per Litre)",1.83
1/10/2016,"Petrol, 95 Octane (Per Litre)",1.88
1/11/2016,"Petrol, 95 Octane (Per Litre)",1.9
1/12/2016,"Petrol, 95 Octane (Per Litre)",1.93
1/1/2017,"Petrol, 95 Octane (Per Litre)",1.94
1/2/2017,"Petrol, 95 Octane (Per Litre)",1.98
1/3/2017,"Petrol, 95 Octane (Per Litre)",1.97
1/4/2017,"Petrol, 95 Octane (Per Litre)",1.98
1/5/2017,"Petrol, 95 Octane (Per Litre)",1.98
1/6/2017,"Petrol, 95 Octane (Per Litre)",1.96
1/7/2017,"Petrol, 95 Octane (Per Litre)",1.96
1/8/2017,"Petrol, 95 Octane (Per Litre)",1.98
1/9/2017,"Petrol, 95 Octane (Per Litre)",2.02
1/10/2017,"Petrol, 95 Octane (Per Litre)",2.05
1/11/2017,"Petrol, 95 Octane (Per Litre)",2.09
1/12/2017,"Petrol, 95 Octane (Per Litre)",2.07
1/1/2018,"Petrol, 95 Octane (Per Litre)",2.1
1/2/2018,"Petrol, 95 Octane (Per Litre)",2.08
1/3/2018,"Petrol, 95 Octane (Per Litre)",2.07
1/4/2018,"Petrol, 95 Octane (Per Litre)",2.1
1/5/2018,"Petrol, 95 Octane (Per Litre)",2.14
1/6/2018,"Petrol, 95 Octane (Per Litre)",2.15
1/7/2018,"Petrol, 95 Octane (Per Litre)",2.15
1/8/2018,"Petrol, 95 Octane (Per Litre)",2.16
1/9/2018,"Petrol, 95 Octane (Per Litre)",2.2
1/10/2018,"Petrol, 95 Octane (Per Litre)",2.25
1/11/2018,"Petrol, 95 Octane (Per Litre)",2.16
1/12/2018,"Petrol, 95 Octane (Per Litre)",2.08
1/1/2019,"Petrol, 95 Octane (Per Litre)",2.05
1/2/2019,"Petrol, 95 Octane (Per Litre)",2.05
1/3/2019,"Petrol, 95 Octane (Per Litre)",2.09
1/4/2019,"Petrol, 95 Octane (Per Litre)",2.14
1/5/2019,"Petrol, 95 Octane (Per Litre)",2.17
1/6/2019,"Petrol, 95 Octane (Per Litre)",2.12
1/7/2019,"Petrol, 95 Octane (Per Litre)",2.11
1/8/2019,"Petrol, 95 Octane (Per Litre)",2.11
1/9/2019,"Petrol, 95 Octane (Per Litre)",2.13
1/10/2019,"Petrol, 95 Octane (Per Litre)",2.14
1/11/2019,"Petrol, 95 Octane (Per Litre)",2.16
1/12/2019,"Petrol, 95 Octane (Per Litre)",2.19
1/1/2020,"Petrol, 95 Octane (Per Litre)",2.19
1/2/2020,"Petrol, 95 Octane (Per Litre)",2.14
1/3/2020,"Petrol, 95 Octane (Per Litre)",2.03
1/4/2020,"Petrol, 95 Octane (Per Litre)",1.95
1/5/2020,"Petrol, 95 Octane (Per Litre)",1.88
1/6/2020,"Petrol, 95 Octane (Per Litre)",1.87
1/7/2020,"Petrol, 95 Octane (Per Litre)",1.88
1/8/2020,"Petrol, 95 Octane (Per Litre)",1.88
1/9/2020,"Petrol, 95 Octane (Per Litre)",1.89
1/10/2020,"Petrol, 95 Octane (Per Litre)",1.89
1/11/2020,"Petrol, 95 Octane (Per Litre)",1.89
1/12/2020,"Petrol, 95 Octane (Per Litre)",1.93
1/1/2021,"Petrol, 95 Octane (Per Litre)",1.98
1/2/2021,"Petrol, 95 Octane (Per Litre)",2.11
1/3/2021,"Petrol, 95 Octane (Per Litre)",2.24
1/4/2021,"Petrol, 95 Octane (Per Litre)",2.24
1/5/2021,"Petrol, 95 Octane (Per Litre)",2.27
1/6/2021,"Petrol, 95 Octane (Per Litre)",2.3
1/7/2021,"Petrol, 95 Octane (Per Litre)",2.36
1/8/2021,"Petrol, 95 Octane (Per Litre)",2.37
1/9/2021,"Petrol, 95 Octane (Per Litre)",2.37
1/10/2021,"Petrol, 95 Octane (Per Litre)",2.42
1/11/2021,"Petrol, 95 Octane (Per Litre)",2.46
1/12/2021,"Petrol, 95 Octane (Per Litre)",2.44
1/1/2022,"Petrol, 95 Octane (Per Litre)",2.49
1/2/2022,"Petrol, 95 Octane (Per Litre)",2.6
1/3/2022,"Petrol, 95 Octane (Per Litre)",2.84
1/4/2022,"Petrol, 95 Octane (Per Litre)",2.84
1/5/2022,"Petrol, 95 Octane (Per Litre)",2.99
1/6/2022,"Petrol, 95 Octane (Per Litre)",3.16
1/7/2022,"Petrol, 95 Octane (Per Litre)",2.91
1/8/2022,"Petrol, 95 Octane (Per Litre)",2.7
1/9/2022,"Petrol, 95 Octane (Per Litre)",2.66
1/10/2022,"Petrol, 95 Octane (Per Litre)",2.62
1/11/2022,"Petrol, 95 Octane (Per Litre)",2.63
1/12/2022,"Petrol, 95 Octane (Per Litre)",2.54
1/1/2014,"Petrol, 92 Octane (Per Litre)",2.01
1/2/2014,"Petrol, 92 Octane (Per Litre)",2.01
1/3/2014,"Petrol, 92 Octane (Per Litre)",2.04
1/4/2014,"Petrol, 92 Octane (Per Litre)",2.05
1/5/2014,"Petrol, 92 Octane (Per Litre)",2.06
1/6/2014,"Petrol, 92 Octane (Per Litre)",2.07
1/7/2014,"Petrol, 92 Octane (Per Litre)",2.08
1/8/2014,"Petrol, 92 Octane (Per Litre)",2.03
1/9/2014,"Petrol, 92 Octane (Per Litre)",2.02
1/10/2014,"Petrol, 92 Octane (Per Litre)",1.97
1/11/2014,"Petrol, 92 Octane (Per Litre)",1.9
1/12/2014,"Petrol, 92 Octane (Per Litre)",1.76
1/1/2015,"Petrol, 92 Octane (Per Litre)",1.63
1/2/2015,"Petrol, 92 Octane (Per Litre)",1.68
1/3/2015,"Petrol, 92 Octane (Per Litre)",1.88
